Index,GO,Genes,Gene_Count,Truth Label
1794,GO:0034655,NT5C1B ROCK2 ACOT7 CDADC1 NAF1 TNRC6C SETMAR DCP1B FASTK LRPPRC MTPAP EIF4A3 DND1 POLR2G UPF3B HPRT1 ZFP36L1 SKIC3 TRIR NUDT9 RBM10 FOXL2 LSM5 ADA ZC3H12D SIDT2 NUDT1 HNRNPM RBM38 VIP HNRNPD FASTKD3 CACNG7 DAZ2 PCBP4 NPM1 SLIRP NT5C3B NUDT3 SMG8 MYD88 VCP DHX36 DPYD DAZ1 ELAC2 APOBEC1 NT5M APAF1 YBX1 RIDA DHX34 TUT1 NUDT17 NANOS2 APEX1 NUDT4 ERI1 PDE4C AMPD3 MEIOC MBD4 PATL1 MGAT1 APOBEC3A PDE4A DIS3L POLR2D DDX49 ZFP36L2 EXOG MYEF2 EXOSC7 TARDBP DNA2 IGF2BP2 ENTPD4 SAMD4B EIF4ENIF1 CNOT1 ZC3H14 NUDT18 ENTPD8 PDE8B SARM1 ZC3H4 DUT TRDMT1 PNLDC1 AICDA ENPP4 TYMP CPEB3 RNASEH1 NUDT15 ZSWIM8 APOBEC3C CNOT8 HSPA1A XDH NUDT16 SLFN14 TAF15 GDNF PATL2 ADA2 NCBP1 EDC4 NEIL2 YBX3 CNOT4 BAX RBM24 ENTPD2 CASC3 FXR1 UNG APOBEC2 TNKS1BP1 DNPH1 RNASEL MUS81 RNASEH2C TRAF2 PDE8A ACAT1 SMG9 PDE12 EXOSC5 DEDD2 ZCCHC7 EXOSC1 ATM GSK3A GTPBP1 FMR1 RC3H1 NUDT13 NRDE2 MRTO4 TENT4B PHAX CIRBP FEN1 MAPKAPK2 TIRAP RGN UPF3A FHIT DDX5 EIF3E ELAVL1 METTL14 LARP4B RNASE2 CECR2 NCBP2 GRSF1 DCTPP1 PAN2 NUDT16L1 YTHDF2 CIDEA DHX9 DAZ3 DNASE1 TRAF5 CARHSP1 RBM7 WDR82 CELF1 SMG1 NSUN2 CNOT7 VIM A1CF PABPC4 MAGOH APOBEC3B ENTPD3 SYNCRIP MAPK14 NOCT BOLL LIN28A OAS2 SUPV3L1 ENTPD6 PRR5L UPB1 ABCD1 RBM8A GDA PDE10A NUDT10 PKP3 NUDT8 TENT4A SERBP1 FITM2 LSM7 PDE4B TNRC6B XRN2 AGO4 TDG PYM1 DERA PUM1 PRTFDC1 DCP2 AGO3 TENT5B TRIM71 ZCCHC8 HNRNPA0 DIS3L2 CNOT3 DNASE1L2 SUCLG2 SAMD4A NTHL1 IKBKE ERN2 UPF2 RC3H2 AXIN2 NANOS3 APOBEC3F PUM2 AGO1 ADAL MLYCD MTREX DXO TNFRSF1B RNH1 METTL16 TREX1 NBAS DFFA EXOSC10 RNASEH2A CNOT6L YTHDF1 EXOSC3 TUT4 APOBEC3G RNASE3 SLFN12 HSF1 ENDOG LSM6 HNRNPC IGF2BP1 SUCLG1 SND1 ENPP1 MEX3D PARN GALT ENTPD5 SMPDL3A SKIC2 FBH1 PCID2 CSDE1 BTG2 CNOT9 E2F1 MTAP NEIL1 PNP APOBEC3A_B AGO2 FTO ZHX2 PRKCA SECISBP2 PNPT1 RBM46 ROCK1 TREX2 ZPR1 UPP2 DAZ4 RNASE6 DIS3 ANGEL2 EXOSC9 DCPS HNRNPU MAGOHB DNASE1L1 EXOSC6 FASTKD5 EXOSC2 TENT5A SMG5 XRN1 GIGYF2 LSM1 HSPA1B DICER1 HINT1 PRKCD ENPP3 EDC3 DKC1 SAMHD1 YTHDF3 POP1 RNPS1 VPS54 NUDT11 SSB SLC11A1 FASTKD1 SMG6 NUDT19 ZCCHC17 ELAVL4 METTL3 PDE2A PKP1 AKT1 PELO CTIF SUCLA2 ZFP36 MLH1 TBRG4 SCGB1A1 DFFB REXO4 ETF1 NBDY UPP1 TOB1 ANG OGG1 LIN28B SMUG1 GSPT2 PDE7B RNASEH2B DNASE2B PAIP1 DAZL APOBEC3H CSDC2 TUT7 IGF2BP3 LARP1 LOC100506422 ISG20 ZC3HAV1 NANOS1 NUDT12 PNRC2 PPP1R8 ALKBH5 ERN1 PABPC1 NT5C GSPT1 PDE5A NT5C2 ZC3H12A CDA EXOSC4 NUDT7 DCP1A IL6 TRAF3IP2 PDE9A TNRC6A ITPA HELZ2 LSM4 TENT5C LSM2 DNASE1L3 CNOT10 FXR2 ZC3H18 AIFM1 NT5C1B-RDH14 FASTKD2 NT5E NUDT5 PAN3 FUS MOV10 ENTPD1 HNRNPAB SMG7 NT5C1A RNASET2 PDE4D TENT2 PDE7A CNOT11 ENTPD7 TTC5 TENT5D SLFN13 PLEKHN1 CNOT2 THRAP3 DNASE2 CNP UPF1 KHSRP EXOSC8 DPYS,416,nucleobase-containing compound catabolic process
1795,GO:0032414,KCNE2 RELN GSTM2 GAL LRRC55 TESC ACTN2 ATP1B1 EDN1 VMP1 EPHB2 CALM2 KCNC2 CASQ1 AKAP5 RYR2 STK39 COA8 PPP3CC IFNG WNK1 ADRB2 DMD GSTO1 CACNB2 LRRC26 AKAP9 STAC2 STAC3 ATP2A1 SLC9A1 ATP1B2 ACTN4 DRD4 CACNG4 RNF207 EHD3 KCNE1 ABCB1 WNK4 CFTR ALG10B STIM2 PTAFR ARC AKAP6 TRDN NDUFA4 RGN CACNG2 LRRC38 NOS1AP NIPSNAP2 CDK5 AMIGO1 KCNC1 GALR2 STAC NPPA NLGN3 PDZK1 CACNA2D1 PLCG2 KCNK3 TMSB4X TCAF1 PPP3R2 NTSR1 PINK1 PKD2 CHP2 CALM3 HSPA2 EDNRA CACNG3 ATPSCKMT PIRT CALM1 GLRX CACNB3 ANK2 ATP1B3 CCR2 HTT CACNB4 PPP3CA CTSS CNKSR3 PPP3CB HAP1 CCL2 P2RY6 ABCC8 KCNIP2 STIMATE WNK3 COX17 JPH2 FXYD2 LRRC52 IFNGR2 STIM1 KCNA1 SUMO1 TRPC6 WNK2 TREM2 ANK3 CRACR2A ANTKMT PPP3R1 CHP1 DNM2,113,positive regulation of ion transmembrane transporter activity
1796,GO:0021888,PLXNA3 PLXNA1 NDNF NRP1 UBB SEMA3E NHLH2 NRP2,8,hypothalamus gonadotrophin-releasing hormone neuron development
1797,GO:0060763,CCL11 CSF1 KDM5B,3,mammary duct terminal end bud growth
1798,GO:0042775,ISCU NDUFS7 SNCA COA6 AFG1L ND4 NDUFB1 NDUFS3 NDUFC2 UQCRC2 NDUFB7 BID CCNB1 CHCHD2 SDHD ND1 NDUFA5 NDUFA9 SDHAF2 NDUFS6 COX15 COX6A1 NDUFA2 NDUFB4 COX8C UQCR10 UQCRC1 NDUFC2-KCTD14 NDUFS5 PARK7 COX5A NDUFA6 GHITM SDHC COX7B2 NDUFV1 COX7A1 NDUFA10 TAFAZZIN COX4I2 ND4L COX7A2L UQCRHL COX3 NDUFB10 COX2 NDUFA4 NDUFB8 NDUFA8 COX7A2 ND3 COX7B NDUFS2 NDUFB5 COX6B1 UQCRQ SDHA COX5B COX6A2 ND6 NDUFAF1 COX1 DNAJC15 ND2 DGUOK PINK1 CYTB SDHB NDUFS4 NDUFA1 CDK1 NDUFV3 NDUFAB1 UQCC3 NDUFS8 NDUFV2 COX4I1 NDUFB6 NDUFA7 ND5 NDUFA12 COX8A NDUFB9 NDUFA3 COQ9 COX7C NDUFB3 UQCRFS1 UQCR11 NDUFS1 COX6C CYC1 NDUFB2 NDUFC1 UQCRH UQCRB DLD CYCS,98,mitochondrial ATP synthesis coupled electron transport
1799,GO:0051593,CBS GPX1 MGMT FOLR1 LOC102724560 ASCL1 OGG1 FOLR2 BCHE MTHFR TYMS,11,response to folic acid
1800,GO:2001244,BCAP31 PTPN2 NKX3-1 SFPQ BECN1 PARK7 BCLAF1 S100A8 IL19 RNF183 SLC9A3R1 SIRT1 NACC2 DDIT3 SKIL BAX BOK RACK1 PLAGL2 SIAH1 UBB TP53 RPL26 BBC3 FBXW7 BID FIS1 FBH1 PMAIP1 BAD SOD1 FLCN PRKRA MCL1 MYC NCK2 BCL2L11 NUPR1 SERINC3 RIPK3 DNM1L PIAS4 RPL11 PLEKHF1 RPS7 NOX1 MSX1 IL20RA EIF5A SEPTIN4 VNN1 GSDME RPS3 NCK1 S100A9 CAV1 STYXL1 LCK RAD9A,59,positive regulation of intrinsic apoptotic signaling pathway
1801,GO:0098657,SLC2A3 KCNE2 ISCU VPS28 CACNA1F KCNJ15 TRPM4 CACNA1C GDNF ACSL5 SLC39A8 SLC12A2 SLC36A4 CACNA1A GRM1 SLC46A1 ATP12A KCNJ8 SCNN1B SLC6A11 ATP1B1 SNCA SLC22A3 SLC6A2 SLC24A1 LRRC8E SLC17A8 SLC15A2 SLC2A5 AKAP5 KCNJ14 CNGA3 ITGB1 PPP3CC IFNG WNK1 SPX HCN2 RAB3B HFE SLC9A9 AKT1 RPS6KB1 SLC27A4 SLC39A10 SLC39A6 SLC38A4 SLC29A1 PRNP SLC5A6 SLC9A1 SCNN1D ATP1B2 SCNN1A SLC9A6 RAMP3 ATP1A3 ACE2 TOR1A SLC22A2 KCNJ16 TRPV3 PARK7 DRD4 SLC34A1 IL10RA GPM6B ARL6IP1 SLC43A1 SLC7A3 SLC7A11 KCNH2 KCNJ6 WNK4 SYNGR3 SLC5A1 SLC38A3 SLC39A4 DRD1 SLC1A3 TSG101 SLC6A12 ATP1A4 SLC15A4 ATP4A SLC2A10 CYBRD1 LRSAM1 NALF1 SLC38A1 FLOT1 SLC18A1 SLC6A9 FABP3 PER2 MS4A1 CD36 LRRC8C SLC22A4 TRPV2 SLC18A3 SLC6A5 SLC12A3 TRPV1 KCNJ11 RGS2 SLC8A1 SLC7A5 TRPV4 ATP1A2 KCNJ13 SLC6A20 ACTB CACNA1D THBS1 RGS4 SLC15A1 SLC6A3 NALF2 SLC9A7 ATP2B4 TSPO2 STRA6 TRPV6 SLC9A2 CACNA2D1 TRPM1 PRKN SLC6A13 SLC1A7 MAPK15 SLC1A4 KCNJ10 PPP3R2 NTSR1 SLC39A12 KCNJ4 SLC27A5 SLC9C1 CACNA1S KCNK5 SLC18A2 SLC22A1 SLC9A3 SLC47A1 SLC12A7 ARG1 SLC7A2 SLC8A3 ATP4B SLC24A4 KCNJ3 TNF AGT SLC6A4 FOLR2 SNAP25 LRP2 SLC12A8 SLC16A2 SLC27A1 SLC1A2 ATP1B3 SLC1A5 SLC1A1 ACSL3 SLC12A4 LRRC8A PSEN1 SLC3A2 PPP3CA KCNJ12 PPP3CB ACSL1 DLG1 KCNJ9 SLC9A5 HCN4 EPRS1 AKT2 FOLR1 SLC30A1 CLN8 SLC1A6 SLC12A6 SLC6A1 DRD3 KCNK9 LRRC8D SLC8A2 ABCC8 SLC9C2 ITGA4 SLC9A4 GRM6 SLC12A1 SLC38A5 FYN SLC19A1 CACNA1B ARL6IP5 CLTRN SLC5A2 WNK3 NOS1 NEURL1B FXYD2 P2RX1 SLC6A14 SCNN1G GFAP SLC11A2 CALCR SLC7A8 TFR2 ITGB3 CACNA1E SLC29A2 KCNQ1 SLC38A2 STEAP2 SLC29A4 KCNJ1 DRD2 SLC12A5 PLPPR4 SLC6A6 ATP1A1 TRPV5 WNK2 KCNJ18 SLC39A5 SLC24A2 SLC39A14 KCNJ2 SLC27A2 STEAP4 TRPM2 TREM2 SLC2A1 ABCC9 SLC7A1 SLC43A2 KCNJ5 SLC15A3 SLC36A1 IRS2 PPP3R1,248,import into cell
1802,GO:0035984,ACTR2 EZH2 MEF2C,3,cellular response to trichostatin A
1803,GO:0035562,SENP2 FBH1 TDG MYOD1 ZNF304 NFATC4 PPP3CA BTAF1 MEPCE WAPL,10,negative regulation of chromatin binding
1804,GO:0032675,IL17F IL37 TLR7 TLR3 AQP4 SPON2 NLRP12 GAS6 RABGEF1 AGER CD200R1 PTPN6 UNC93B1 INPP5D P2RX7 C5AR2 IL33 NCKAP1L MAVS NLRP10 CYBA IFNG SIRPA LILRB4 SETD4 STAT3 KLF2 ELF4 SOCS5 IL1B ISL1 UCN GBA1 POU2AF1 NOD1 CARD9 AFAP1L2 FOXJ1 NOS2 TRAF6 FOXP3 IL27RA LPL ORM1 PTAFR MYD88 BPI RIGI NMBR PTPN11 F2R CD47 MAPKAPK2 C1QTNF3 SYK EOLA1 TYROBP ADORA2B HSPD1 TIRAP TLR1 LGALS9 CD36 IL17RA APP C1QTNF4 SPHK2 RIPK2 SELENOS CD84 MAPK13 CLEC7A TICAM1 ARRB1 WNT5A NLRX1 IL1A IFIH1 TRPV4 SCIMP GHSR HLA-B IL10 IL36RN HMGB1 RAB7B HGF BANK1 TLR9 POU2F2 CD200 TLR2 ARID5A PLCG2 LBP ARRB2 CX3CL1 IL17D IL1RL2 ZC3H12A SLAMF1 IL6R GHRL TWIST1 DHX9 LILRA2 IL6 IL16 CSK SELENOK MMP8 TNF TLR8 EREG TMEM106A TNFAIP3 PTPN22 F2RL1 INAVA PYCARD BCL10 AIF1 HAVCR2 CEBPB NLRC3 SYT11 IL36A TLR4 IL17A LILRB2 IRAK3 IL17RC ZBTB20 NR1H4 CD74 ARHGEF2 TLR6 MBP NOD2 CAPN2 TSLP LILRA5 XBP1 NMB BTK LEP HYAL2 AKIRIN2 TREM2 IL1RAP TNFSF4,151,regulation of interleukin-6 production
1805,GO:0033561,SFN GRHL3 FLG2 FA2H LSR GRHL1 ACER1 ALOX12B TP63 UGCG PLEC KDF1 KLF4 KRT1 HRNR KRT16 IL18 FLG SRF ABCA12 TMEM79 CYP26B1 CLDN4 STMN1 CLDN1 MET ELOVL1 HDAC3 TMPRSS11F ALOXE3 GBA1 ALOX12,32,regulation of water loss via skin
1806,GO:0071639,ADIPOQ OAS3 TRPV4 CLEC7A TWIST1 AGER CD84 IL1B NOD2 SYK SELENOK OAS1 LGALS9 MCOLN2,14,positive regulation of monocyte chemotactic protein-1 production
1807,GO:0001912,STAT5B CD1B SLC22A13 NOS2 KLRC2 LAG3 HLA-B LAMP1 B2M TAP2 KLRC4 RASGRP1 KLRD1 CD1D IL12A IL12B HLA-DRA PTPRC HLA-A CYRIB AZGP1 IL21 CD1E KLRC3 PVR IL23A KLRK1 VAV1 CD226 P2RX7 ARG1 CADM1 NECTIN2 SH2D1A SLAMF6 FADD STAP1 MR1 TYROBP HLA-DRB1 HLA-E CD1A SPI1 AP1G1 IL12RB1 CD1C STX7 RAET1E HLA-F KLRC4-KLRK1 CRTAM HLA-G IL23R F2RL1 NCR3 ITGAM XCL1 CD160,58,positive regulation of leukocyte mediated cytotoxicity
1808,GO:0036135,CERS2 RRAS2 NF1 RRAS,4,Schwann cell migration
1809,GO:0000349,YJU2 XAB2,2,generation of catalytic spliceosome for first transesterification step
1810,GO:0001890,SENP2 WNT2 GATA2 BMP7 NDP SPP1 BSG FBXW8 STC1 DEDD PLAC1 ETNK2 RTCB ADAM19 CITED1 ETV2 BMPR2 GJB2 MAP3K4 HEY1 APELA MED1 EGLN1 HS6ST1 ZFP36L1 CCDC134 HTRA1 GJB3 ESRRB PRDX3 RSPO3 FOSL1 AKT1 MME PTN PTGS2 ADA NOTCH2 GCM1 CASP8 NODAL PTK2 VDR PCDH12 LHX3 TRIM28 CDKN1C LIF PRDM1 NSDHL ANG SNAI1 CUL7 CITED2 HIF1A GGNBP2 PLCD3 CCNF EPAS1 CDX2 ASCL2 DLX3 CCN1 EOMES SPINT2 HEY2 TTPA SPINT1 PPARG NCOA1 STK4 SP3 TCF23 TPPP3 BMP5 BIRC2 MAPK1 ADM KRT19 GRB2 STOX2 TEX19 DNAJB6 ALKBH1 PPARD GHSR RBPJ FZD5 IL10 TAF10 DAZAP1 MAP2K1 GRHL2 PDGFB E2F8 LDOC1 DNMT3L CEBPA PKD2 NR2F2 STK3 HES1 GHRL EGFR HSD17B2 CYP27B1 ST14 MDFI ITGB8 HECTD1 TFEB HSP90AB1 EPOR IGF2 CDX4 ARNT CDKN1B ASH1L STC2 CTSB E2F7 LHX4 WNT7B HAND1 PARP1 SOCS3 SOX15 CEBPB VASH1 RPS6 MAPK14 PARP2 JUNB PKD1 OVOL2 GJB5 RBM15 SOD1 VASH2 CSF2 LEF1 TMED2 BIRC6 ZNF568 PHLDA2 LEP BPTF PLK4 PLG SETD2 MEN1 FGFR2,152,placenta development
